Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
Tierpoint Valley Forge Data Center,Tierpoint,Operational,,22.5,137000,,,Montgomery,PA,40.1218846,-75.42093892,https://web.tierpoint.com/hubfs/data-center/pa-valley-forge-data-center-spec-sheet.pdf?_gl=1*1vjnktm*_gcl_au*Mzc1MTU1ODExLjE3NTMzODE4NTA.*_ga*Njc1MDgwNDQ3LjE3NTMzODE4NTA.*_ga_7PYB6L4RH5*czE3NTM5OTYzOTMkbzMkZzEkdDE3NTQwMDIxNDAkajU2JGwwJGgw,https://www.tierpoint.com/data-centers/pennsylvania/valley-forge/,,"SOC 1/2 Type II, HIPAA, PCI-DSS, NIST 800-53 certified; Outside major threat/evacuation zones; Part of TierPoint's PA network (5 facilities)","Operations, technical, customer support",Not specified,Not specified,TierPoint Gives Back community volunteer program,Part of TierPoint nationwide network; 2.8MW total power; Multiple carrier connectivity,None reported,No,TierPoint corporate; Baxtel; DataCenterMap,,,
Granite Point Data Center: SLC6,DataBank,Operational,,22,88250,,,Salt Lake,UT,40.48078693,-111.906355,https://www.databank.com/data-centers/salt-lake-city/granite-point-campus/slc6/,,,Utah tax exemption: 7.25% sales tax savings on data center equipment; Forbes 'Best State for Business'; Part of 23-acre Granite Point Campus with 66MW substation,"Operations, technical positions",Not specified,Not specified,Not specified,Part of 5-building Bluffdale campus; 66MW on-site substation; High-density power (up to 8MW); Redundant cooling,None reported,No,DataBank corporate; DataCenters.com; Baxtel,,,
Stark Infrastructure DFW01A,Stack Infrastructure,Operational,,21,318000,45,,Dallas,TX,33.06494079,-96.81104044000001,https://www.stackinfra.com/locations/americas/dallas-fort-worth/dfw01/,,,Competitive tax incentives; Business-friendly environment; LEED Silver certified (T5@Dallas III component); Part of 80MW campus,"Operations, engineering, technical",Not specified,Not specified,Not specified,"94,400 sq ft technical space; 10.75MW per building; Located in Plano; Access to dozen+ carrier networks",None reported,No,STACK corporate; TxEDC; Baxtel; DataCenterMap,,,
Core Scientific: Austin 1,Core Scientific,Operational,2003,20,312000,38,,Travis,TX,30.26900038,-97.66638026,https://corescientific.com/high-density-data-centers/austin-tx/#,"https://baxtel.com/data-center/core-scientific-austin-tx#:~:text=Operated%20since%202003.,Data%20Foundry's%20Disaster%20Recovery%20Campus.",,"CoreWeave 8-year lease (118,000 sq ft); Acquired 2024 from HP; High-performance computing focus; Converting to AI infrastructure","Operations, technical, administrative",Construction jobs for expansion,Not specified,Core Scientific workforce development commitment; educational partnerships,"118,000 sq ft compute space; CoreWeave AI/HPC workloads; Central Texas location",None reported,No,Core Scientific corporate; Baxtel; CoStar,,,
Centersquare SEA3,Centersquare (formerly Evoque),Operational,,20,103920,,,King,WA,47.8417761,-122.3017443,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-SEA-SpecSheet.pdf,,,"103,920 sq ft facility; 'Five nines' uptime reliability; Carrier-neutral; SOC 2, ISO 27001, HIPAA, PCI-DSS certified","Operations, technical, customer support",Not specified,Not specified,Not specified,"62,395 sq ft raised floor; N+1 redundant power; Direct cloud on-ramps (AWS, Azure, GCP)",None reported,No,Centersquare corporate; DataCenters.com; DataCenterMap,,,
Orangeburg Data Center: LGA 3,DataBank,Operational,2025,20,110000,34,,Rockland,NY,41.0400091,-73.99011892,https://www.databank.com/data-centers/new-york-city/,,,"$41M+ in state/local economic benefits (property, income, sales tax) over decade; Aligns with NY Empire A.I. Initiative; 34-acre campus; 100% renewable energy",~12 permanent jobs,Construction employment during build,Not specified,Not specified,"200,000 sq ft capacity; 30MW critical power (expandable to 45MW); 5 data halls; On-site substation",None reported,No,DataBank corporate; PRNewswire; Data Center Frontier; Rockland County Business Journal,,,
COL3,Cologix,Operational,,20,200000,8,,Franklin,OH,40.1160187,-83.0021665,https://cologix.com/data-centers/columbus/col3/,,,$130M+ investment; Tier III Certified Constructed Facility; EPA ENERGY STAR certified; EF-4 tornado rated; ISO 27001 certified; Part of Ohio's $3.7B GDP contribution from data centers,15 jobs (39 total Columbus employees),Construction for $150M expansion,Not specified,Not specified,"160,000 sq ft; 18+ MW; Connected to Columbus FiberNet; 45+ network providers; Ohio-IX Internet Exchange",None reported,No,Cologix corporate; JobsOhio; One Columbus,,,
Centersquare LAX3,Centersquare (formerly Evoque),Operational,,20,200000,,,Los Angeles,CA,33.68793857,-117.8479734,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-LAX-SpecSheet.pdf,,,Carrier-neutral facility; Multi-carrier access; Cloud connectivity,"Operations, technical positions",Not specified,Not specified,Not specified,Data center infrastructure; Direct cloud access,None reported,No,Centersquare corporate; DataCenterMap,,,
Centersquare DEN1,Centersquare (formerly Evoque),Operational,,20,140053,,,Denver,CO,39.5498978,-105.0342222,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-DEN-SpecSheet.pdf,,,Carrier-neutral facility; Enterprise-grade infrastructure,"Operations, technical positions",Not specified,Not specified,Not specified,Denver metro connectivity; Cloud access,None reported,No,Centersquare corporate,,,
HPC data center,Northern Data,Operational,,20,41000,7.5,7120000,Allegheny,PA,40.43974849,-80.14241165,https://www.datacenterdynamics.com/en/news/northern-data-launches-data-center-in-pittsburgh-pennsylvania/,,,"Part of SW Pennsylvania's $20B estimated data center economic impact; Could support nearly 200,000 jobs (direct/indirect/induced) statewide per Allegheny Conference",Part of regional data center employment,Significant construction anticipated,Not specified,Energy Innovation Center Institute training; Community college partnerships emerging,High-performance computing infrastructure,"Workforce shortage concerns noted (10,000-person skilled trades gap projected by 2029)",No,PublicSource; Pennsylvania Capital-Star; Allegheny Conference on Community Development,,,
Colovore: RN01,Colovore,Under Construction,2026,20,,,,Storey,NV,39.5314949,-119.4811417,https://www.colovore.com/data-center/data-center-3,https://www.datacenterdynamics.com/en/news/colovore-breaks-ground-on-reno-data-center/,,Part of TRIC data center boom; Storey County economic development; Liquid-cooled facility; Up to 250kW per rack,"Operations, technical positions",Construction through Q4 2025,Not specified,Not specified,20MW capacity; Direct access to Silicon Valley Tier-1 carriers; AWS/Azure/GCP direct connects,None reported,No,Colovore corporate; DCD; Baxtel; DataCenterMap,,,
Centersquare SFO2,Centersquare (formerly Evoque),Operational,,20,214552,,,San Francisco,CA,37.39757161,-121.9808221,https://centersquaredc.com/hubfs/CenterSquare/docs/Centersquare-SFO-SpecSheet.pdf,,,Carrier-neutral facility; Enterprise-grade infrastructure,"Operations, technical positions",Not specified,Not specified,Not specified,San Francisco metro connectivity,None reported,No,Centersquare corporate,,,
LGA3 data center,DataBank,Operational,2025,20,110000,,,Rockland,NY,41.03993972,-73.98993623,https://www.datacenterdynamics.com/en/news/databank-launches-20mw-data-center-in-orangeburg-new-york/,,,Same as row 391 - Orangeburg campus location; $41M+ economic benefits; NY Empire A.I. Initiative alignment,~12 permanent jobs,Construction employment,Not specified,Not specified,"200,000 sq ft; 30MW (expandable to 45MW); 5 data halls",None reported,No,DataBank corporate; PRNewswire; Data Center Frontier,,,
Orangeburg Data Center: LGA 4,DataBank,Planned,,20,110000,,,Rockland,NY,41.0400091,-73.99011892,https://www.databank.com/data-centers/new-york-city/,,,Second facility on Orangeburg campus; 45MW planned capacity; Part of $41M+ economic impact; NY Empire A.I. Initiative,Additional operations jobs,Construction employment,Not specified,Not specified,45MW critical power; Second DataBank-owned substation planned,None reported,No,DataBank corporate; Data Center Frontier,,,
Raeden: Gateway Research Park,ImpactData,Under Construction,2026,20,115000,,100000000,Guilford,NC,36.05760667,-79.74585899,https://www.datacenterdynamics.com/en/news/greensboro-officials-give-impactdata-grant-for-dream-center-data-center-and-education-space/,https://www.datacenterdynamics.com/en/news/impactdata-partners-with-raeden-for-greensboro-data-center-in-north-carolina/,,"$530,359 city incentive grant; $108.5M investment over 4 years; 28 new jobs at avg $60,714 salary; Partnership with NC A&T (first SE university with AI Science major); HBCU focus; Digital learning infrastructure","28 jobs (avg salary $60,714)","Construction for 115,000 sq ft facility",Not specified,NC A&T partnership; Innovation center; Workforce development co-working space; Guilford County Schools Community Education Center,"115,000 sq ft mixed-use facility; 10-20MW Phase 1; Higher education innovation center; Community engagement spaces",None reported,No,Greensboro Chamber; Gateway Research Park; DCD; WFDD,,,
Green Bay Data Center,Ark Data Centers,Operational,2023,20,7190,24.5,,Brown,WI,44.20461156,-88.34477939999998,https://www.datacenterdynamics.com/en/news/ark-data-centers-opens-wisconsin-data-center/,https://www.datacenterdynamics.com/en/news/ark-breaks-ground-on-green-bay-data-center-expansion-in-wisconsin/,,Acquired from Kimberly-Clark (Dec 2023); 24.5-acre campus; 40% lower OpEx than Chicago; Fox Cities Chamber ribbon cutting; Generation-6 data center,"Operations, engineering, technical",2MW expansion groundbreaking 2024,Not specified,Not specified,"7,192 sq ft current; Expandable to 20MW+; Concurrently maintainable; HIPAA, HITRUST, NIST, PCI compliant",None reported,No,Ark Data Centers corporate; DCD; DataCenters.com,,,
DPO WI,Digital Power Optimization,Cancelled,2026,20,,,200000000,Wood,WI,,,https://www.datacenterdynamics.com/en/news/dpo-secures-land-and-power-supply-for-20mw-hpc-data-center-in-wisconsin/,,,$200M investment; ~20 permanent jobs; Partnership with Consolidated Water Power Company (hydroelectric); 50-year land lease; Repurposing underutilized energy assets,~20 permanent jobs,Construction through 2026,Not specified,Not specified,20MW AI computing; Interconnection to existing energized substation; Powered by 32MW hydroelectric assets,None reported,No,DCD; WSAW; Data Center Frontier; Digital Power Optimization corporate,,,
Sangha West Texas Site,Sangha Renewables,Operational,2025,19.9,,5.5,,Ector,TX,,,https://www.datacenterdynamics.com/en/news/sangha-starts-construction-on-199mw-bitcoin-site-in-texas/,,,,,,,,,,No,,,,
EdgeConneX DEN02,EdgeConneX,Operational,,19.2,115500,,,Arapahoe,CO,39.56348515,-104.8268276,https://www.edgeconnex.com/wp-content/uploads/2024/09/Denver-Data-Sheet.pdf,https://www.edgeconnex.com/locations/americas/denver-co/,,,,,,,,,No,,,,
DC Blox: Myrtle Beach Data Center,DC Blox,Operational,,19,125000,,,Horry,SC,33.67465061,-78.94287149,https://www.dcblox.com/data-centers/myrtle-beach-sc-cable-landing-station/,,,,,,,,,,No,,,,
